name,href,read,comments,like,time
熊市多读书-135,https://www.jianshu.com/p/24686e7b44bb,"
 6
","
 0
", 0,2018-08-30T17:11:24+08:00
【投资心得】自己做决策-134,https://www.jianshu.com/p/9e4978d30ef0,"
 8
","
 0
", 0,2018-08-24T13:58:25+08:00
焦虑定义-133,https://www.jianshu.com/p/caad45900eb6,"
 2
","
 0
", 0,2018-08-22T15:04:41+08:00
人之道损不足以奉有余-132,https://www.jianshu.com/p/ef60f7f761ba,"
 16
","
 0
", 1,2018-08-21T17:27:41+08:00
"耐得住寂寞,才能守得住繁华-131",https://www.jianshu.com/p/96d4d430223e,"
 6
","
 0
", 0,2018-08-20T17:41:42+08:00
恐慌的币圈130,https://www.jianshu.com/p/11e75c1eb118,"
 20
","
 0
", 0,2018-08-14T17:46:05+08:00
恐慌指数了解下-129,https://www.jianshu.com/p/5fb2a7b7c921,"
 7
","
 0
", 0,2018-08-10T17:52:58+08:00
比特币才是真正的比特币-128,https://www.jianshu.com/p/b2259f2b8de7,"
 6
","
 0
", 0,2018-08-06T20:00:09+08:00
2018年8月3日星期五币圈凉凉中-126,https://www.jianshu.com/p/89be5f8605dc,"
 14
","
 0
", 0,2018-08-03T11:24:34+08:00
【投资心得】投资-投机-旁氏骗局的异同-Fomo3D-126,https://www.jianshu.com/p/0993cac7c979,"
 93
","
 1
", 0,2018-07-21T20:10:21+08:00
【投资心得】重争勿往-125,https://www.jianshu.com/p/c9958efa881e,"
 114
","
 3
", 0,2018-07-18T17:39:31+08:00
eos免费用不容易124,https://www.jianshu.com/p/16f86b9e88e2,"
 14
","
 0
", 0,2018-07-11T22:39:24+08:00
eos生态-123,https://www.jianshu.com/p/653f065240ef,"
 32
","
 0
", 0,2018-07-10T21:03:58+08:00
欧链值的关注-122,https://www.jianshu.com/p/37e3ccf76284,"
 16
","
 0
", 0,2018-07-09T22:30:46+08:00
6月反思-熊市进行中-121,https://www.jianshu.com/p/f38cf182aa18,"
 16
","
 0
", 0,2018-07-08T22:35:58+08:00
坚持多么难120,https://www.jianshu.com/p/23ebe5a4600f,"
 18
","
 2
", 0,2018-07-07T22:16:13+08:00
119,https://www.jianshu.com/p/02a36e27009b,"
 7
","
 0
", 0,2018-07-06T23:25:34+08:00
我是如何套利200个eos的？-118,https://www.jianshu.com/p/0f8bf2d160eb,"
 39
","
 2
", 1,2018-07-05T17:23:38+08:00
李笑来的录音-117,https://www.jianshu.com/p/5caea955df43,"
 10
","
 0
", 0,2018-07-05T09:19:48+08:00
eos的ram投机-116,https://www.jianshu.com/p/9dbc6715d0f7,"
 17
","
 0
", 0,2018-07-03T16:27:09+08:00
eos钱包初体验-115,https://www.jianshu.com/p/ab8ab110eccc,"
 39
","
 2
", 0,2018-06-27T19:26:08+08:00
终于吃到dapp的红利-114,https://www.jianshu.com/p/0f5a7b27bfa1,"
 18
","
 0
", 0,2018-06-26T21:36:04+08:00
【投资心得】投资中避险才是刚需而不是冒险,https://www.jianshu.com/p/078b4f6fce8c,"
 14
","
 0
", 0,2018-06-25T18:28:10+08:00
投资是一场修行了-112,https://www.jianshu.com/p/4248e002c361,"
 12
","
 0
", 0,2018-06-24T23:07:15+08:00
【投资心得】选好自己的投资风格-111,https://www.jianshu.com/p/0fc1cb63b681,"
 12
","
 0
", 0,2018-06-23T19:04:25+08:00
买预期卖事实_110,https://www.jianshu.com/p/1d0cdb9147c6,"
 13
","
 0
", 0,2018-06-22T21:49:44+08:00
平台币的末路-109,https://www.jianshu.com/p/2eb26492e610,"
 24
","
 0
", 0,2018-06-21T17:39:27+08:00
平台币FT-108,https://www.jianshu.com/p/fdc684e3b6ba,"
 49
","
 0
", 0,2018-06-20T14:55:37+08:00
暴跌的股市-107,https://www.jianshu.com/p/0398a14be301,"
 6
","
 0
", 0,2018-06-19T21:40:06+08:00
抓住自己的机会-106,https://www.jianshu.com/p/de0ce100c333,"
 13
","
 0
", 0,2018-06-18T22:25:10+08:00
105,https://www.jianshu.com/p/69ad9cf09352,"
 14
","
 0
", 0,2018-06-17T23:17:49+08:00
寒冬之后才会花开-104,https://www.jianshu.com/p/3a99285c1c2d,"
 11
","
 0
", 0,2018-06-17T16:43:08+08:00
健康才是第一位-103,https://www.jianshu.com/p/cab19b6a3492,"
 9
","
 0
", 0,2018-06-15T22:46:50+08:00
如何吃到区块链的红利-102,https://www.jianshu.com/p/398803226119,"
 13
","
 0
", 0,2018-06-14T21:15:27+08:00
ulord-可以个人挖矿的项目-101,https://www.jianshu.com/p/19037cd70c8e,"
 18
","
 0
", 0,2018-06-13T18:02:57+08:00
cmt 草莓币-第100天,https://www.jianshu.com/p/97601bd3aa45,"
 30
","
 0
", 0,2018-06-12T17:04:27+08:00
【投资随笔】投资兵器库-投资日记-第99天,https://www.jianshu.com/p/8a2a02f9efaa,"
 35
","
 2
", 1,2018-06-11T17:15:12+08:00
众争勿往-第98天,https://www.jianshu.com/p/6e2ee218496e,"
 13
","
 0
", 0,2018-06-10T22:04:06+08:00
高考-比特币-区块链-EOS新的开始-第97天,https://www.jianshu.com/p/33d6b17a4b5f,"
 8
","
 0
", 0,2018-06-09T21:42:52+08:00
无第96天,https://www.jianshu.com/p/e463a380223e,"
 6
","
 0
", 0,2018-06-09T21:07:28+08:00
认知就是金钱-第95天,https://www.jianshu.com/p/52fbe6c2acf6,"
 11
","
 0
", 0,2018-06-07T21:23:13+08:00
【投资随笔】耐心的重要性-第94天,https://www.jianshu.com/p/c5dbdb3fa646,"
 94
","
 4
", 1,2018-06-06T17:22:44+08:00
顺大势逆小事-第93天,https://www.jianshu.com/p/0c2af3da689c,"
 62
","
 1
", 0,2018-06-05T22:59:01+08:00
第一重仓币-欧链！-第92天,https://www.jianshu.com/p/ea9b75d07ae8,"
 72
","
 1
", 0,2018-06-04T22:23:31+08:00
区块链中的价值投资-第91天,https://www.jianshu.com/p/e2b6861951b7,"
 26
","
 0
", 1,2018-06-03T21:39:18+08:00
赚钱才是刚需了-第90天,https://www.jianshu.com/p/2372c78fdfb8,"
 47
","
 1
", 0,2018-06-02T22:35:11+08:00
欧链流通数量分析-第89天,https://www.jianshu.com/p/e75500e8e91e,"
 70
","
 2
", 0,2018-06-01T18:04:51+08:00
eos的未来第88天,https://www.jianshu.com/p/5afcfd549778,"
 20
","
 0
", 0,2018-05-31T17:22:43+08:00
第87天,https://www.jianshu.com/p/a258b688e67c,"
 12
","
 0
", 0,2018-05-30T23:29:22+08:00
欧链如何数据来源去中心-第86天,https://www.jianshu.com/p/1f75d5ed2ec5,"
 13
","
 0
", 0,2018-05-29T18:09:41+08:00
再谈欧链或是百倍币-第85天,https://www.jianshu.com/p/91a355b036a0,"
 58
","
 0
", 2,2018-05-28T17:42:44+08:00
损失厌恶-遍历性-第84天,https://www.jianshu.com/p/0ed6738b1db7,"
 22
","
 0
", 0,2018-05-27T12:24:49+08:00
区块链-水大鱼大-第83天,https://www.jianshu.com/p/77c3cb88e958,"
 43
","
 1
", 0,2018-05-26T23:07:01+08:00
第82天,https://www.jianshu.com/p/42538a6c0744,"
 8
","
 0
", 0,2018-05-25T22:16:37+08:00
关于获利离场的思考-第81天,https://www.jianshu.com/p/5815161128dd,"
 52
","
 1
", 0,2018-05-24T18:21:26+08:00
不动如山-第80天,https://www.jianshu.com/p/dbe7efa89780,"
 9
","
 0
", 0,2018-05-23T22:46:02+08:00
【投资随笔】重仓的思考-第79天,https://www.jianshu.com/p/a0dbf96f8af2,"
 14
","
 0
", 0,2018-05-22T21:30:53+08:00
区块链（炒币）赚的是什么钱？-第78天,https://www.jianshu.com/p/fc56594ca957,"
 17
","
 0
", 0,2018-05-21T21:40:17+08:00
区块链的下一个风口-跨链-第77天,https://www.jianshu.com/p/e3a0461a0623,"
 92
","
 2
", 1,2018-05-20T17:55:13+08:00
减法人生-重要的事情没有那么多-第76天,https://www.jianshu.com/p/075fa0eeadee,"
 12
","
 0
", 0,2018-05-19T22:09:25+08:00
以静制动第75天,https://www.jianshu.com/p/b93bf27d573b,"
 73
","
 4
", 0,2018-05-18T22:45:10+08:00
我为何看好区块链-第74天,https://www.jianshu.com/p/a32fba4da9f4,"
 109
","
 2
", 1,2018-05-17T21:24:14+08:00
静第73天,https://www.jianshu.com/p/6830d0a21d5e,"
 9
","
 0
", 0,2018-05-16T22:06:58+08:00
第72天,https://www.jianshu.com/p/7555bdc305eb,"
 10
","
 0
", 0,2018-05-15T22:55:40+08:00
程序员需要抓住区块链的红利期-dapp-第71天,https://www.jianshu.com/p/afbe0815956d,"
 24
","
 0
", 0,2018-05-14T22:12:07+08:00
海南-区块链第70天,https://www.jianshu.com/p/8bc75c6ce81c,"
 14
","
 0
", 0,2018-05-13T22:51:04+08:00
第69天,https://www.jianshu.com/p/d06c815ded58,"
 8
","
 0
", 0,2018-05-12T22:37:31+08:00
慢思考很难要少决策第68天,https://www.jianshu.com/p/98e5cd061163,"
 8
","
 0
", 0,2018-05-11T22:52:34+08:00
第67天,https://www.jianshu.com/p/3fe843dd28a9,"
 9
","
 0
", 0,2018-05-10T22:52:31+08:00
认知升级 一招升级你的底层系统-第66天,https://www.jianshu.com/p/974efaf076cb,"
 19
","
 0
", 0,2018-05-09T13:44:47+08:00
糖果的焦虑第65天,https://www.jianshu.com/p/fcd15f8e6d85,"
 18
","
 0
", 0,2018-05-08T21:46:02+08:00
第64天,https://www.jianshu.com/p/795e6f80baec,"
 13
","
 0
", 0,2018-05-07T21:29:16+08:00
【随笔】坚持和选择同样重要-第63天,https://www.jianshu.com/p/a17811fa8d80,"
 70
","
 1
", 1,2018-05-06T21:41:12+08:00
【币种分析】世界杯的投机-soc,https://www.jianshu.com/p/326f35a1e3cd,"
 140
","
 3
", 0,2018-05-05T22:33:20+08:00
【随笔】区块链媒体泡沫-第62天,https://www.jianshu.com/p/d09b50a85cb2,"
 10
","
 0
", 0,2018-05-05T22:06:41+08:00
【投资随笔】仓位管理的思考-第61天,https://www.jianshu.com/p/a02efae5b109,"
 20
","
 0
", 0,2018-05-04T22:18:31+08:00
【深入分析】PressOne 的投资价值-第60天,https://www.jianshu.com/p/1fbb5e204f7c,"
 92
","
 2
", 1,2018-05-03T17:42:51+08:00
【投资随笔】思考重仓-prs-第59天,https://www.jianshu.com/p/6429222b51c5,"
 50
","
 0
", 2,2018-05-02T19:32:05+08:00
【随笔】4月复盘-少就是多-第58天,https://www.jianshu.com/p/c595f9d5a175,"
 16
","
 0
", 0,2018-05-01T21:10:32+08:00
亦来云（ela）的初步分析-第57天,https://www.jianshu.com/p/8113f1119295,"
 42
","
 0
", 1,2018-04-30T18:40:52+08:00
【投资随笔】重仓的思考-第56天,https://www.jianshu.com/p/6332d7748630,"
 20
","
 1
", 1,2018-04-29T21:51:33+08:00
币圈的糖果-第55天,https://www.jianshu.com/p/12ee1efe399d,"
 32
","
 0
", 0,2018-04-28T22:36:38+08:00
【投资分析】半分贪婪半分恐惧了-第54天,https://www.jianshu.com/p/d5704e23f8aa,"
 13
","
 0
", 0,2018-04-27T22:21:55+08:00
区块链的协议为什么值钱？深入分析-第53天,https://www.jianshu.com/p/73c4e3515fb7,"
 29
","
 0
", 0,2018-04-26T16:41:03+08:00
第52天,https://www.jianshu.com/p/35529c1e1332,"
 3
","
 0
", 0,2018-04-25T22:37:48+08:00
区块链的协议为什么值钱？-第51天,https://www.jianshu.com/p/261040b9a59f,"
 12
","
 0
", 0,2018-04-24T22:55:40+08:00
区块链还是投机的世界-第50天,https://www.jianshu.com/p/68474042c746,"
 11
","
 0
", 0,2018-04-23T21:33:09+08:00
【币种分析】bnb为什么值的投资-第49天,https://www.jianshu.com/p/411001bdcdbe,"
 131
","
 1
", 0,2018-04-22T17:19:55+08:00
【投资随笔】3-4月投资复盘-第48天,https://www.jianshu.com/p/df5b015ddb75,"
 11
","
 0
", 1,2018-04-21T22:59:46+08:00
【随笔】生命有限-不忘初心方得始终,https://www.jianshu.com/p/908684726b27,"
 6
","
 0
", 1,2018-04-20T20:53:20+08:00
去中心化交易协议-第46天,https://www.jianshu.com/p/187887d465db,"
 17
","
 0
", 0,2018-04-19T22:07:34+08:00
【币种分析】knc一个 v神站台现在还被低估的项目-第45天,https://www.jianshu.com/p/8e49232bbf07,"
 191
","
 0
", 2,2018-04-18T22:36:18+08:00
【ae分析】ae的一些特色-第44天,https://www.jianshu.com/p/d8126a0c460a,"
 20
","
 0
", 0,2018-04-17T22:13:25+08:00
【投资】杠杆是万恶之源-第43天,https://www.jianshu.com/p/efe751a691ae,"
 17
","
 0
", 0,2018-04-16T21:53:20+08:00
【币种分析】BNB为什么值的投资第42天,https://www.jianshu.com/p/ca5e6c97b9d1,"
 17
","
 1
", 0,2018-04-15T23:15:15+08:00
第41天,https://www.jianshu.com/p/6ff87bb418cf,"
 8
","
 0
", 0,2018-04-14T23:01:26+08:00
市场预测第40天,https://www.jianshu.com/p/698c1ff31106,"
 9
","
 0
", 0,2018-04-13T23:26:36+08:00
分片技术-第39天,https://www.jianshu.com/p/ccea0fc26786,"
 40
","
 0
", 0,2018-04-12T19:55:33+08:00
状态通道的思考-第38天,https://www.jianshu.com/p/6632daf21330,"
 34
","
 0
", 0,2018-04-11T21:01:16+08:00
区块链我唯一的选择-第37天,https://www.jianshu.com/p/df19fe69c0f9,"
 10
","
 0
", 0,2018-04-10T22:49:12+08:00
比原链btm-资产领域专用型公链-第36天,https://www.jianshu.com/p/f366b98a02f3,"
 41
","
 0
", 0,2018-04-09T22:13:55+08:00
本体ont初步分析-第35天,https://www.jianshu.com/p/d5f9f1112fc9,"
 58
","
 0
", 0,2018-04-08T21:38:59+08:00
公链中的白马-ADA第34天,https://www.jianshu.com/p/12004b563495,"
 104
","
 1
", 0,2018-04-07T21:30:50+08:00
数据分析区块链-第33天,https://www.jianshu.com/p/50bce07bf651,"
 10
","
 0
", 0,2018-04-06T18:31:25+08:00
经济模型_第32天,https://www.jianshu.com/p/ceebc8a50256,"
 4
","
 0
", 0,2018-04-05T23:48:43+08:00
视野变化贫困_第31天,https://www.jianshu.com/p/d8772c11c57f,"
 3
","
 0
", 0,2018-04-04T23:11:16+08:00
4月15日币圈或许走牛-第30天,https://www.jianshu.com/p/c3c35c6d3f8e,"
 11
","
 0
", 0,2018-04-03T12:32:49+08:00
公链中的黑马AE-第29天,https://www.jianshu.com/p/37d0f3d3aca7,"
 75
","
 0
", 0,2018-04-02T20:27:44+08:00
区块链中格局决定了你的高度-第28天,https://www.jianshu.com/p/74bd3dd7516a,"
 11
","
 0
", 0,2018-04-01T22:33:51+08:00
区块链大时代，而非小风口-第27天,https://www.jianshu.com/p/d9237a594eea,"
 15
","
 0
", 0,2018-03-31T23:23:57+08:00
区块链的信用就是钱-第26天,https://www.jianshu.com/p/66cd55c64f4f,"
 7
","
 1
", 0,2018-03-30T21:47:37+08:00
【基础知识】预言机-第25天,https://www.jianshu.com/p/15553c49783b,"
 33
","
 0
", 2,2018-03-29T21:10:42+08:00
【区块链深度思考】通过去中心程度选项目-第24天,https://www.jianshu.com/p/a58cc91d330a,"
 9
","
 0
", 0,2018-03-28T22:01:37+08:00
激励机制的思考-第23天,https://www.jianshu.com/p/4fa3382d2c64,"
 4
","
 0
", 0,2018-03-27T22:35:20+08:00
信用的价值-第22天,https://www.jianshu.com/p/4a5c9278a67b,"
 3
","
 0
", 0,2018-03-26T22:38:59+08:00
【高效率】高效率使用时间-第21天,https://www.jianshu.com/p/0b6ac952c5a3,"
 10
","
 0
", 0,2018-03-25T21:12:45+08:00
[通证经济]人才经济-第20天,https://www.jianshu.com/p/021d932a6179,"
 10
","
 1
", 1,2018-03-24T23:01:13+08:00
中美贸易大战-第19天,https://www.jianshu.com/p/28477e08e734,"
 6
","
 0
", 0,2018-03-23T22:45:16+08:00
个人品牌的崛起 IDO-第18天,https://www.jianshu.com/p/acf11d608ffe,"
 13
","
 0
", 0,2018-03-22T20:31:06+08:00
新一轮牛市或许已经开始-第17天,https://www.jianshu.com/p/4c3e4aa7a2c7,"
 9
","
 0
", 0,2018-03-21T21:47:49+08:00
区块链的信仰-第16天,https://www.jianshu.com/p/c9d86aaff151,"
 5
","
 0
", 0,2018-03-20T21:23:33+08:00
【币种分析】欧链OCT会是百倍币-第15天,https://www.jianshu.com/p/40d712d8082b,"
 296
","
 0
", 3,2018-03-19T21:57:58+08:00
区块链构建新地球村-第14天,https://www.jianshu.com/p/29e86f3e81a7,"
 56
","
 0
", 0,2018-03-18T22:34:29+08:00
13-区块链正在谋杀你,https://www.jianshu.com/p/df39d88de16f,"
 17
","
 0
", 0,2018-03-17T23:07:34+08:00
不要把区块链和互联网比较好吗_第12天,https://www.jianshu.com/p/87494c7bfaa5,"
 10
","
 0
", 0,2018-03-16T21:22:03+08:00
成功就是反人性-第11天,https://www.jianshu.com/p/c6846ecba3a1,"
 11
","
 0
", 0,2018-03-15T22:10:51+08:00
更好写作，更好成长-第10天,https://www.jianshu.com/p/350334332a45,"
 7
","
 0
", 0,2018-03-14T20:38:38+08:00
[币种分析]IPFS 很优秀但是有点贵（第9天）,https://www.jianshu.com/p/5346ebb1a52e,"
 180
","
 8
", 2,2018-03-13T17:25:32+08:00
精英算法-才是最优秀的-第8天,https://www.jianshu.com/p/13f6be39314f,"
 18
","
 1
", 1,2018-03-12T20:14:35+08:00
为何数字货币是必然-第7天,https://www.jianshu.com/p/9c16fa7cbd8e,"
 13
","
 0
", 0,2018-03-11T23:36:22+08:00
写作是最好的学习-第6天,https://www.jianshu.com/p/f88840d1d3ba,"
 5
","
 0
", 0,2018-03-10T23:43:15+08:00
如何坚持写作-第5天,https://www.jianshu.com/p/a435d860aca1,"
 13
","
 0
", 0,2018-03-09T15:37:42+08:00
熊市-何以解忧唯有定投-第4天,https://www.jianshu.com/p/1ae83ee4f832,"
 29
","
 2
", 1,2018-03-08T13:45:19+08:00
比特币共识来源-第3天,https://www.jianshu.com/p/06526406b437,"
 13
","
 0
", 0,2018-03-07T13:44:23+08:00
让你秒懂BTC为什么能涨到100万-第2天,https://www.jianshu.com/p/3d1c2db8e885,"
 26
","
 0
", 0,2018-03-06T13:42:59+08:00
时间的玫瑰-第1天,https://www.jianshu.com/p/b08a628ac004,"
 8
","
 0
", 0,2018-03-05T22:29:43+08:00
点赞也可赚大钱？,https://www.jianshu.com/p/5c56a44656b2,"
 43
","
 3
", 0,2018-03-04T22:02:17+08:00
lend周分析（3）-2018年2月第四周,https://www.jianshu.com/p/76aa506d936e,"
 27
","
 0
", 0,2018-02-26T22:11:22+08:00
如何成为自己的CEO？,https://www.jianshu.com/p/d2e31ad3a5c3,"
 27
","
 0
", 0,2018-02-25T23:03:35+08:00
选择区块链,https://www.jianshu.com/p/4d8d7eed4156,"
 29
","
 0
", 2,2018-02-07T21:44:58+08:00
如何避开暴跌,https://www.jianshu.com/p/ad76f7ef097b,"
 34
","
 0
", 1,2018-02-06T21:34:24+08:00
lend周分析-2018年2月第一周,https://www.jianshu.com/p/f693d3461a31,"
 45
","
 0
", 0,2018-02-04T22:07:44+08:00
10分钟发行自己的币,https://www.jianshu.com/p/305e321f8a7a,"
 491
","
 2
", 6,
lend周分析,https://www.jianshu.com/p/f167c7046246,"
 59
","
 0
", 1,2018-01-28T22:10:31+08:00
代币（token）颠覆的是股票!,https://www.jianshu.com/p/8f9561b46cd3,"
 416
","
 2
", 5,2018-01-28T21:35:57+08:00
你为什么必须去买比特币,https://www.jianshu.com/p/505471863e32,"
 46
","
 1
", 2,2018-01-21T18:41:30+08:00
大跌也是机会（例如暴涨四倍的int）,https://www.jianshu.com/p/d25738b06af6,"
 72
","
 0
", 3,2018-01-21T12:49:31+08:00
牛市中的一把火EthLend,https://www.jianshu.com/p/674d79b6f432,"
 4071
","
 5
", 6,2018-01-07T19:14:15+08:00
明明白白你的币（防倾家荡产指南）,https://www.jianshu.com/p/bb6ca3eda42e,"
 134
","
 2
", 1,2017-12-28T10:23:13+08:00
bts的投资分析（含未来价位的推测）,https://www.jianshu.com/p/3ba8bd76b8e3,"
 397
","
 2
", 7,2017-12-26T17:54:40+08:00
比特币的估值思考（百万美金只是时间问题）,https://www.jianshu.com/p/257c1b9fc8ff,"
 277
","
 0
", 6,2017-12-24T21:04:01+08:00
冬至日-割韭菜-反思,https://www.jianshu.com/p/6bb36acb658e,"
 85
","
 0
", 2,2017-12-23T21:23:55+08:00
区块链核心-信任,https://www.jianshu.com/p/9147c41ab8fe,"
 21
","
 0
", 0,2017-10-24T15:49:54+08:00
比特币源码研读一入口函数,https://www.jianshu.com/p/d1b353c3ecf3,"
 40
","
 0
", 0,2017-10-11T22:17:26+08:00
区块链分叉的思考,https://www.jianshu.com/p/45ad4059128f,"
 247
","
 0
", 0,2017-10-05T20:25:51+08:00
比特币编译,https://www.jianshu.com/p/135b1f116515,"
 51
","
 0
", 0,2017-09-09T16:14:16+08:00
掌控时间,https://www.jianshu.com/p/0e46201ac71b,"
 7
","
 0
", 0,2017-07-04T16:36:34+08:00
如何不纠结,https://www.jianshu.com/p/155470de15bb,"
 8
","
 0
", 0,2017-06-11T12:24:11+08:00
需求弹性-成为弹性高的人,https://www.jianshu.com/p/0a4918caab16,"
 9
","
 0
", 0,2017-05-30T10:20:16+08:00
完美主义-成功的天敌,https://www.jianshu.com/p/a0e3ff27ed82,"
 13
","
 0
", 0,2017-05-29T15:24:26+08:00
如何选择-不纠结,https://www.jianshu.com/p/8287e4481839,"
 14
","
 0
", 0,2017-05-28T18:17:01+08:00
"微创新,微进步",https://www.jianshu.com/p/df72d80e1ae5,"
 8
","
 0
", 0,2017-05-16T09:58:04+08:00
迭代的思维,https://www.jianshu.com/p/1f96ae276b29,"
 20
","
 0
", 0,2017-05-09T13:20:05+08:00
公平存在吗?,https://www.jianshu.com/p/059d90a7b95c,"
 23
","
 0
", 1,2017-04-28T12:15:23+08:00
比喻的重要性,https://www.jianshu.com/p/e4ab7d010a74,"
 33
","
 0
", 0,2017-04-25T13:19:47+08:00
2016 Google 开发者大会 一日,https://www.jianshu.com/p/e6eabe67dbe4,"
 325
","
 0
", 0,2016-12-09T10:38:22+08:00
android框架--Dagger2,https://www.jianshu.com/p/59681e91dd64,"
 93
","
 0
", 1,2016-12-07T10:55:18+08:00
android注解框架--ButterKnife,https://www.jianshu.com/p/d06751f539c0,"
 67
","
 0
", 1,2016-12-05T17:26:36+08:00
name,href,read,comments,like,time
非理性的薅羊毛,https://www.jianshu.com/p/69c207bffb8a,"
 1
","
 0
", 0,2018-12-16T20:41:28+08:00
我的得到2018年学习报告,https://www.jianshu.com/p/564e1642bef3,"
 1
","
 0
", 0,2018-12-15T18:21:16+08:00
拿好你的指南针,https://www.jianshu.com/p/7198722540bf,"
 6
","
 0
", 1,2018-12-14T21:01:38+08:00
博傻投机投资--一千元的教训,https://www.jianshu.com/p/d1a2b4331ea3,"
 2
","
 0
", 0,2018-12-13T21:58:24+08:00
行为经济学：认知非理性,https://www.jianshu.com/p/18cd801c0517,"
 1
","
 0
", 0,2018-12-12T17:49:24+08:00
放弃妄念,https://www.jianshu.com/p/1536c0dc73f5,"
 2
","
 0
", 0,2018-12-11T17:59:07+08:00
行为经济学：认识行为经济学,https://www.jianshu.com/p/0dd851f98bfc,"
 13
","
 0
", 1,2018-12-10T16:59:35+08:00
多花冤枉钱,https://www.jianshu.com/p/e8b7dbaf9511,"
 11
","
 0
", 1,2018-12-09T23:38:37+08:00
选择对的事情,https://www.jianshu.com/p/0e3f707c76be,"
 73
","
 1
", 3,2018-12-08T21:09:37+08:00
微习惯的背后原理,https://www.jianshu.com/p/f098510eb2af,"
 70
","
 1
", 2,2018-12-07T17:48:57+08:00
做空做多不都一样？,https://www.jianshu.com/p/ce6ec69fb142,"
 1
","
 0
", 0,2018-12-06T16:29:32+08:00
《交易心理分析》,https://www.jianshu.com/p/04dcb9ea7ff0,"
 0
","
 0
", 0,2018-12-05T21:46:27+08:00
投资-投机没有区别-赚钱才是核心,https://www.jianshu.com/p/828bb1e4dde5,"
 1
","
 0
", 0,2018-12-04T21:13:17+08:00
贪心-投资,https://www.jianshu.com/p/7238410ee859,"
 1
","
 0
", 0,2018-12-03T17:20:52+08:00
做的少才能做的好,https://www.jianshu.com/p/8523a2259b4f,"
 0
","
 0
", 0,2018-12-02T22:51:32+08:00
大概率中下重注,https://www.jianshu.com/p/94e624acde09,"
 3
","
 0
", 0,2018-12-01T22:48:33+08:00
人类优势在于使用知识,https://www.jianshu.com/p/e2317fdaf535,"
 2
","
 0
", 0,2018-11-30T23:09:35+08:00
